PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"35959980","Artificial intelligence in pharmacovigilance: A regulatory perspective on explainability","Pinheiro LC, Kurz X.","Pharmacoepidemiol Drug Saf. 2022 Dec;31(12):1308-1310. doi: 10.1002/pds.5524. Epub 2022 Sep 8.","Pinheiro LC","Pharmacoepidemiol Drug Saf","2022","2022/08/12","","","10.1002/pds.5524"
"35924394","Metformin, pioglitazone and gout risk","Liao KF, Hwang BF, Kuo YH, Liu CS, Lai SW.","Pharmacoepidemiol Drug Saf. 2022 Oct;31(10):1127-1128. doi: 10.1002/pds.5516. Epub 2022 Aug 10.","Liao KF","Pharmacoepidemiol Drug Saf","2022","2022/08/04","","","10.1002/pds.5516"
"35914898","Prescribing and Research in Medicines Management - PRIMM 33rd Annual Scientific Meeting, Manchester, UK, 10 June 2022, Personomics: Putting the Patient at the Centre of Prescribing and Medicines Use","","Pharmacoepidemiol Drug Saf. 2022 Aug;31 Suppl 1:3-26. doi: 10.1002/pds.5499.","","Pharmacoepidemiol Drug Saf","2022","2022/08/01","","","10.1002/pds.5499"
"35909259","A cohort study to assess risk of cutaneous small vessel vasculitis among users of different oral anticoagulants","Ajao A, Cosgrove A, Eworuke E, Mohamoud M, Zhang R, Shapira O, Kolonoski J, Connolly JG.","Pharmacoepidemiol Drug Saf. 2022 Nov;31(11):1164-1173. doi: 10.1002/pds.5514. Epub 2022 Aug 15.","Ajao A","Pharmacoepidemiol Drug Saf","2022","2022/08/01","PMC9872093","NIHMS1862717","10.1002/pds.5514"
"35909258","Incidence and outcomes of adverse drug reactions to first-line anti-tuberculosis drugs and their effects on the quality of life: A multicenter prospective cohort study","Choi H, Park HA, Hyun IG, Kim JH, Hwang YI, Jang SH, Sim YS, Shin TR, Ko Y, Ban GY, Hong JY, Lee CY, Lee MG, Choi JH.","Pharmacoepidemiol Drug Saf. 2022 Nov;31(11):1153-1163. doi: 10.1002/pds.5513. Epub 2022 Aug 9.","Choi H","Pharmacoepidemiol Drug Saf","2022","2022/08/01","","","10.1002/pds.5513"
"35871766","Novel methods for pregnancy drug safety surveillance in the FDA Sentinel System","Suarez EA, Nguyen M, Zhang D, Zhao Y, Stojanovic D, Munoz M, Liedtka J, Anderson A, Liu W, Dashevsky I, Cole D, DeLuccia S, Menzin T, Noble J, Maro JC.","Pharmacoepidemiol Drug Saf. 2023 Feb;32(2):126-136. doi: 10.1002/pds.5512. Epub 2022 Aug 10.","Suarez EA","Pharmacoepidemiol Drug Saf","2023","2022/07/25","","","10.1002/pds.5512"
"35864719","Attention to risk information in direct-to-consumer prescription drug print ads: An eye-tracking study","Aikin KJ, Sullivan HW, Caporaso A, Hoverman V, Yan T, Williams D, Crafts J.","Pharmacoepidemiol Drug Saf. 2023 Mar;32(3):312-320. doi: 10.1002/pds.5511. Epub 2022 Jul 31.","Aikin KJ","Pharmacoepidemiol Drug Saf","2023","2022/07/22","","","10.1002/pds.5511"
"35819240","Core concepts in pharmacoepidemiology: Measures of drug utilization based on individual-level drug dispensing data","Rasmussen L, Wettermark B, Steinke D, Pottegård A.","Pharmacoepidemiol Drug Saf. 2022 Oct;31(10):1015-1026. doi: 10.1002/pds.5490. Epub 2022 Aug 11.","Rasmussen L","Pharmacoepidemiol Drug Saf","2022","2022/07/12","PMC9545237","","10.1002/pds.5490"
"35811396","Indirect covariate balance and residual confounding: An applied comparison of propensity score matching and cardinality matching","Fortin SP, Schuemie M.","Pharmacoepidemiol Drug Saf. 2022 Dec;31(12):1242-1252. doi: 10.1002/pds.5510. Epub 2022 Jul 20.","Fortin SP","Pharmacoepidemiol Drug Saf","2022","2022/07/11","","","10.1002/pds.5510"
"35791700","Comparison of drug prescribing before and during the COVID-19 pandemic: A cross-national European study","Selke Krulichová I, Selke GW, Bennie M, Hajiebrahimi M, Nyberg F, Fürst J, Garuolienė K, Poluzzi E, Slabý J, Yahni CZ, Altini M, Fantini MP, Kočí V, McTaggart S, Pontes C, Reno C, Rosa S, Pedrola MT, Udovič M, Wettermark B.","Pharmacoepidemiol Drug Saf. 2022 Oct;31(10):1046-1055. doi: 10.1002/pds.5509. Epub 2022 Jul 18.","Selke Krulichová I","Pharmacoepidemiol Drug Saf","2022","2022/07/06","PMC9350215","","10.1002/pds.5509"
"35790047","Pioglitazone use in Australia and the United Kingdom following drug safety advisories on bladder cancer risk: An interrupted time series study","Kemp-Casey A, Mintzes B, Morrow RL, Dormuth CR, Souverein PC, Roughead EE.","Pharmacoepidemiol Drug Saf. 2022 Oct;31(10):1039-1045. doi: 10.1002/pds.5508. Epub 2022 Jul 27.","Kemp-Casey A","Pharmacoepidemiol Drug Saf","2022","2022/07/05","PMC9546180","","10.1002/pds.5508"
"35790044","Performance characteristics of code-based algorithms to identify urinary tract infections in large United States administrative claims databases","Fortin SP, Swerdel J, Sarnecki M, Doua J, Colasurdo J, Geurtsen J.","Pharmacoepidemiol Drug Saf. 2022 Sep;31(9):953-962. doi: 10.1002/pds.5492. Epub 2022 Jul 4.","Fortin SP","Pharmacoepidemiol Drug Saf","2022","2022/07/05","","","10.1002/pds.5492"
"35780391","Potentially inappropriate medication use by level of polypharmacy among US Veterans 49-64 and 65-70 years old","Guillot J, Rentsch CT, Gordon KS, Justice AC, Bezin J.","Pharmacoepidemiol Drug Saf. 2022 Oct;31(10):1056-1074. doi: 10.1002/pds.5506. Epub 2022 Jul 15.","Guillot J","Pharmacoepidemiol Drug Saf","2022","2022/07/03","PMC9464694","NIHMS1820626","10.1002/pds.5506"
"35753071","Development and performance characteristics of novel code-based algorithms to identify invasive Escherichia coli disease","Fortin SP, Hernandez Pastor L, Doua J, Sarnecki M, Swerdel J, Colasurdo J, Geurtsen J.","Pharmacoepidemiol Drug Saf. 2022 Sep;31(9):983-991. doi: 10.1002/pds.5505. Epub 2022 Jul 10.","Fortin SP","Pharmacoepidemiol Drug Saf","2022","2022/06/26","","","10.1002/pds.5505"
"35753061","Time-related biases in perinatal pharmacoepidemiology: A systematic review of observational studies","Ukah UV, Aibibula W, Platt RW, Dayan N, Reynier P, Filion KB.","Pharmacoepidemiol Drug Saf. 2022 Dec;31(12):1228-1241. doi: 10.1002/pds.5504. Epub 2022 Jul 24.","Ukah UV","Pharmacoepidemiol Drug Saf","2022","2022/06/26","","","10.1002/pds.5504"
"35751621","Using structural topic modelling to reveal patterns in reports on opioid drugs in a pharmacovigilance database","Lösch L, Brown P, van Hunsel F.","Pharmacoepidemiol Drug Saf. 2022 Sep;31(9):1003-1006. doi: 10.1002/pds.5502. Epub 2022 Jul 6.","Lösch L","Pharmacoepidemiol Drug Saf","2022","2022/06/25","","","10.1002/pds.5502"
"35751619","Use of α1-adrenoceptor antagonists tamsulosin and alfuzosin and the risk of Alzheimer's disease","Latvala L, Tiihonen M, Murtola TJ, Hartikainen S, Tolppanen AM.","Pharmacoepidemiol Drug Saf. 2022 Oct;31(10):1110-1120. doi: 10.1002/pds.5503. Epub 2022 Jul 6.","Latvala L","Pharmacoepidemiol Drug Saf","2022","2022/06/25","PMC9542191","","10.1002/pds.5503"
"35747938","Artificial intelligence in pharmacovigilance: Do we need explainability?","Hauben M.","Pharmacoepidemiol Drug Saf. 2022 Dec;31(12):1311-1316. doi: 10.1002/pds.5501. Epub 2022 Jul 19.","Hauben M","Pharmacoepidemiol Drug Saf","2022","2022/06/24","","","10.1002/pds.5501"
"35729705","Machine learning for improving high-dimensional proxy confounder adjustment in healthcare database studies: An overview of the current literature","Wyss R, Yanover C, El-Hay T, Bennett D, Platt RW, Zullo AR, Sari G, Wen X, Ye Y, Yuan H, Gokhale M, Patorno E, Lin KJ.","Pharmacoepidemiol Drug Saf. 2022 Sep;31(9):932-943. doi: 10.1002/pds.5500. Epub 2022 Jul 5.","Wyss R","Pharmacoepidemiol Drug Saf","2022","2022/06/21","PMC9541861","","10.1002/pds.5500"
"35726806","Validity of claims data for identifying cancer incidence in the Japan public health center-based prospective study for the next generation","Ihira H, Goto A, Yamagishi K, Iso H, Iwasaki M, Sawada N, Tsugane S; JPHC-NEXT Study Group.","Pharmacoepidemiol Drug Saf. 2022 Sep;31(9):972-982. doi: 10.1002/pds.5494. Epub 2022 Jun 25.","Ihira H","Pharmacoepidemiol Drug Saf","2022","2022/06/21","","","10.1002/pds.5494"
"35713292","Risk of volume depletion events with concomitant use of sodium glucose co-transporter 2 inhibitors and loop diuretics: A self-controlled case series study","Lewellyan CM, Spoutz P, Schaefer M, Patterson ME.","Pharmacoepidemiol Drug Saf. 2022 Oct;31(10):1102-1109. doi: 10.1002/pds.5496. Epub 2022 Jul 1.","Lewellyan CM","Pharmacoepidemiol Drug Saf","2022","2022/06/17","","","10.1002/pds.5496"
"35713281","Delayed pregnancy detection and return to fertility with extended levonorgestrel-containing oral contraceptives: A real world setting cohort study","Kaplan S, Bertoia ML, Lass A, Wang FT, Evans A, Dhanda S, Roy D, Seeger JD.","Pharmacoepidemiol Drug Saf. 2023 Jan;32(1):78-83. doi: 10.1002/pds.5497. Epub 2022 Jun 30.","Kaplan S","Pharmacoepidemiol Drug Saf","2023","2022/06/17","","","10.1002/pds.5497"
"35695189","Association between opioid therapy trajectories and potential opioid-related adverse health events","Hayes CJ, Koonce RM, Gressler LE, Hu B, Williams JS, Martin BC.","Pharmacoepidemiol Drug Saf. 2022 Oct;31(10):1075-1090. doi: 10.1002/pds.5495. Epub 2022 Jun 30.","Hayes CJ","Pharmacoepidemiol Drug Saf","2022","2022/06/13","PMC10052807","NIHMS1881734","10.1002/pds.5495"
"35689300","The role of prenatal exposure to antidepressants, anxiolytic, and hypnotics and its underlying illness on the risk of miscarriage using BIFAP database","Kitchin Á, Huerta C, Llorente-García A, Martínez D, Ortega P, Cea-Soriano L.","Pharmacoepidemiol Drug Saf. 2022 Aug;31(8):901-912. doi: 10.1002/pds.5488. Epub 2022 Jun 18.","Kitchin Á","Pharmacoepidemiol Drug Saf","2022","2022/06/10","PMC9543237","","10.1002/pds.5488"
"35689299","Systematically exploring repurposing effects of antihypertensives","Shahn Z, Spear P, Lu H, Jiang S, Zhang S, Deshmukh N, Xu S, Ng K, Welsch R, Finkelstein S.","Pharmacoepidemiol Drug Saf. 2022 Sep;31(9):944-952. doi: 10.1002/pds.5491. Epub 2022 Jun 21.","Shahn Z","Pharmacoepidemiol Drug Saf","2022","2022/06/10","PMC9545793","","10.1002/pds.5491"
"35689298","Ileus in patients treated with immune checkpoint inhibitors: A retrospective, pharmacovigilance study using Food and Drug Administration Adverse Event Reporting System database","Gao S, He Z, Zhu J, Liang D, Zhao W, Yang S, Jiang W, Qiu K, Yu X, Wu J.","Pharmacoepidemiol Drug Saf. 2022 Nov;31(11):1199-1205. doi: 10.1002/pds.5493. Epub 2022 Jul 6.","Gao S","Pharmacoepidemiol Drug Saf","2022","2022/06/10","","","10.1002/pds.5493"
"35670124","Validation of international classification of diseases, tenth revision, clinical modification diagnosis codes for heart failure subtypes","Pocobelli G, Ichikawa L, Yu O, Green BB, Meyers K, Gray R, Shea M, Chubak J.","Pharmacoepidemiol Drug Saf. 2022 Sep;31(9):992-997. doi: 10.1002/pds.5489. Epub 2022 Jun 29.","Pocobelli G","Pharmacoepidemiol Drug Saf","2022","2022/06/07","","","10.1002/pds.5489"
"35670103","Very high PD-L1 expression as a prognostic indicator of overall survival among patients with advanced non-small cell lung cancer receiving anti-PD-(L)1 monotherapies in routine practice","Shah M, Hubbard RA, Mamtani R, Marmarelis ME, Hennessy S.","Pharmacoepidemiol Drug Saf. 2022 Oct;31(10):1121-1126. doi: 10.1002/pds.5487. Epub 2022 Jun 22.","Shah M","Pharmacoepidemiol Drug Saf","2022","2022/06/07","PMC9464674","NIHMS1814303","10.1002/pds.5487"
"35670078","Antibacterial-associated acute kidney injury among older adults: A post-marketing surveillance study using the FDA adverse events reporting system","Chinzowu T, Chyou TY, Nishtala PS.","Pharmacoepidemiol Drug Saf. 2022 Nov;31(11):1190-1198. doi: 10.1002/pds.5486. Epub 2022 Jun 23.","Chinzowu T","Pharmacoepidemiol Drug Saf","2022","2022/06/07","PMC9795977","","10.1002/pds.5486"
"35638368","Positive predictive values of hematological procedure codes in the Danish National Patient Registry-A population-based validation study","Lauritsen TB, Nørgaard JM, Christensen ME, Dalton SO, Østgård LSG.","Pharmacoepidemiol Drug Saf. 2022 Sep;31(9):963-971. doi: 10.1002/pds.5485. Epub 2022 Jun 20.","Lauritsen TB","Pharmacoepidemiol Drug Saf","2022","2022/05/31","PMC9545071","","10.1002/pds.5485"
"35638365","Initiation of antidepressant medication in people with type 2 diabetes living in the United Kingdom-A retrospective cohort study","Pal K, Sharma M, Mukadam NM, Petersen I.","Pharmacoepidemiol Drug Saf. 2022 Aug;31(8):892-900. doi: 10.1002/pds.5484. Epub 2022 Jun 10.","Pal K","Pharmacoepidemiol Drug Saf","2022","2022/05/31","PMC9542279","","10.1002/pds.5484"
"35622900","Identification of pregnancies and infants within a US commercial healthcare administrative claims database","Bertoia ML, Phiri K, Clifford CR, Doherty M, Zhou L, Wang LT, Bertoia NA, Wang FT, Seeger JD.","Pharmacoepidemiol Drug Saf. 2022 Aug;31(8):863-874. doi: 10.1002/pds.5483. Epub 2022 Jun 7.","Bertoia ML","Pharmacoepidemiol Drug Saf","2022","2022/05/27","PMC9546262","","10.1002/pds.5483"
"35621007","Core concepts in pharmacoepidemiology: Fundamentals of the cohort and case-control study designs","Pottegård A.","Pharmacoepidemiol Drug Saf. 2022 Aug;31(8):817-826. doi: 10.1002/pds.5482. Epub 2022 Jun 7.","Pottegård A","Pharmacoepidemiol Drug Saf","2022","2022/05/27","PMC9545534","","10.1002/pds.5482"
"35611675","Profiling real-world data sources for pharmacoepidemiologic research: A call for papers","Li X, Lo Re V 3rd, Toh S.","Pharmacoepidemiol Drug Saf. 2022 Sep;31(9):929-931. doi: 10.1002/pds.5481. Epub 2022 Jul 3.","Li X","Pharmacoepidemiol Drug Saf","2022","2022/05/25","","","10.1002/pds.5481"
"35595539","Corrigendum","","Pharmacoepidemiol Drug Saf. 2022 Jul;31(7):815. doi: 10.1002/pds.5479. Epub 2022 May 20.","","Pharmacoepidemiol Drug Saf","2022","2022/05/20","","","10.1002/pds.5479"
"35587029","Risk of delirium associated with antimuscarinics in older adults: A case-time-control study","Nishtala PS, Chyou TY.","Pharmacoepidemiol Drug Saf. 2022 Aug;31(8):883-891. doi: 10.1002/pds.5480. Epub 2022 May 25.","Nishtala PS","Pharmacoepidemiol Drug Saf","2022","2022/05/19","PMC9545361","","10.1002/pds.5480"
"35569136","Myopericarditis following COVID-19 mRNA vaccination","Mungmunpuntipantip R, Wiwanitkit V.","Pharmacoepidemiol Drug Saf. 2022 Aug;31(8):926. doi: 10.1002/pds.5478. Epub 2022 May 27.","Mungmunpuntipantip R","Pharmacoepidemiol Drug Saf","2022","2022/05/15","PMC9347481","","10.1002/pds.5478"
"35569118","Use of prescription medications with cardiovascular adverse effects among older adults in the United States","Ozenberger K, Alexander GC, Shin JI, Whitsel EA, Qato DM.","Pharmacoepidemiol Drug Saf. 2022 Oct;31(10):1027-1038. doi: 10.1002/pds.5477. Epub 2022 May 27.","Ozenberger K","Pharmacoepidemiol Drug Saf","2022","2022/05/15","PMC9545984","","10.1002/pds.5477"
"35560969","The acute effects of azithromycin use on cardiovascular mortality as compared with amoxicillin-clavulanate in US Veterans","DerSarkissian M, Young-Xu Y, Duh MS, Bhak RH, Palmetto N, Mortensen E, Anzueto A, Nguyen C, Cheng M, Frajzyngier V, Park S, Lax A, Weatherby LB, Walker AM.","Pharmacoepidemiol Drug Saf. 2022 Aug;31(8):840-850. doi: 10.1002/pds.5451. Epub 2022 May 24.","DerSarkissian M","Pharmacoepidemiol Drug Saf","2022","2022/05/13","","","10.1002/pds.5451"
"35560855","Parity in female authorship in Australian pharmacoepidemiology research leveraging medicine dispensing data: How well are we doing?","de Oliveira Costa J, Pearson SA, Donnolley N, Bailey B, Hollingworth S, Stanford T, Pratt N.","Pharmacoepidemiol Drug Saf. 2022 Sep;31(9):1010-1012. doi: 10.1002/pds.5450. Epub 2022 May 20.","de Oliveira Costa J","Pharmacoepidemiol Drug Saf","2022","2022/05/13","","","10.1002/pds.5450"
"35560685","Considerations for observational study design: Comparing the evidence of opioid use between electronic health records and insurance claims","Young JC, Dasgupta N, Stürmer T, Pate V, Jonsson Funk M.","Pharmacoepidemiol Drug Saf. 2022 Aug;31(8):913-920. doi: 10.1002/pds.5452. Epub 2022 May 23.","Young JC","Pharmacoepidemiol Drug Saf","2022","2022/05/13","PMC9271595","NIHMS1807620","10.1002/pds.5452"
"35535630","Bayesian symmetry analysis","Lund LC.","Pharmacoepidemiol Drug Saf. 2022 Sep;31(9):1007-1009. doi: 10.1002/pds.5449. Epub 2022 May 18.","Lund LC","Pharmacoepidemiol Drug Saf","2022","2022/05/10","","","10.1002/pds.5449"
"35505634","Association between different diabetes medication classes and risk of Parkinson's disease in people with diabetes","Sunnarborg K, Tiihonen M, Huovinen M, Koponen M, Hartikainen S, Tolppanen AM.","Pharmacoepidemiol Drug Saf. 2022 Aug;31(8):875-882. doi: 10.1002/pds.5448. Epub 2022 May 11.","Sunnarborg K","Pharmacoepidemiol Drug Saf","2022","2022/05/04","PMC9542001","","10.1002/pds.5448"
"35505623","A cross-sectional survey to evaluate prescribers' knowledge and understanding of safety messages following Dengvaxia® product information update","Almas MF, Toussi M, Valero E, Moureau A, Marcelon L.","Pharmacoepidemiol Drug Saf. 2022 Jul;31(7):758-768. doi: 10.1002/pds.5447. Epub 2022 May 13.","Almas MF","Pharmacoepidemiol Drug Saf","2022","2022/05/04","PMC9325459","","10.1002/pds.5447"
"35505471","Alternative analytic and matching approaches for the prevalent new-user design: A simulation study","Webster-Clark M, Mavros P, Garry EM, Stürmer T, Shmuel S, Young J, Girman C.","Pharmacoepidemiol Drug Saf. 2022 Jul;31(7):796-803. doi: 10.1002/pds.5446. Epub 2022 May 13.","Webster-Clark M","Pharmacoepidemiol Drug Saf","2022","2022/05/04","","","10.1002/pds.5446"
"35484637","Trends in antipsychotic use for youth with attention-deficit/hyperactivity disorder and disruptive behavior disorders","dosReis S, Saini J, Hong K, Reeves G, Spence OM.","Pharmacoepidemiol Drug Saf. 2022 Jul;31(7):810-814. doi: 10.1002/pds.5445. Epub 2022 May 3.","dosReis S","Pharmacoepidemiol Drug Saf","2022","2022/04/28","","","10.1002/pds.5445"
"35471704","Real-world data: Assessing electronic health records and medical claims data to support regulatory decision-making for drug and biological products","Girman CJ, Ritchey ME, Lo Re V 3rd.","Pharmacoepidemiol Drug Saf. 2022 Jul;31(7):717-720. doi: 10.1002/pds.5444. Epub 2022 May 3.","Girman CJ","Pharmacoepidemiol Drug Saf","2022","2022/04/26","PMC9320939","","10.1002/pds.5444"
"35470515","Evaluating the population-level effects of oxycodone restrictions on prescription opioid utilization in Ontario","Rudoler D, Kurdyak P, Gomes T, Huang A, Jones W, Littleford S, Paracha N, Fischer B.","Pharmacoepidemiol Drug Saf. 2022 Jul;31(7):769-778. doi: 10.1002/pds.5442. Epub 2022 May 6.","Rudoler D","Pharmacoepidemiol Drug Saf","2022","2022/04/26","","","10.1002/pds.5442"
