Timestamp,PMID (from spreadsheet),DOI (from spreadsheet) ,Title,Could the article share programming code?,Publication Type PDS,Publication Aim,Is the analysis based on simulated data? ,Is this COVID-19 research? (is COVID-19 or SARS-CoV-2 in title or abstract?) ,Who was the funder? ,Is this industry funding?,Which database(s) were used (LEAVE BLANK)? ,Which country/ies does the database cover? (NA if not does not apply) ,What language or platform was used for the analyses? ,Author affiliation (check all that apply) ,Is code supporting the analysis or method linked or referenced in the manuscript or in supporting information? ,Is the published code accessible without further contacting authors? ,Where is code shared? ,What parts of the analysis pipeline are covered by the code?,Does the code include instructions for how to run it? ,Does the article contain synthetic data to enable code to be run by others? ,If there is synthetic data or it is a simulation study; does the code run? ,Does the code have a license?,"If yes, what is the license? ",Does the article specify preprinting?,Are underlying data shared?,Are codelists shared?,Did the article specify whether the research was pre-registered? ,Does the article specify following a certain reporting guideline? ,"If yes, what reporting guidelines"
6/25/2023 11:50:46,34038608,10.1002/pds.5298,Prevalence and quality of antihypertensive therapy among hypertension patients enrolled in the Ghana National Health Insurance Scheme,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,Ghana,None/Not Specified,Academic,No,,,,,,,,,No,No,At least one,No,No,
6/25/2023 11:55:16,33993606,10.1002/pds.5293,Use of negative controls in a prescription sequence symmetry analysis to reduce time-varying bias,"Yes, because it's an analysis of real or simulated data",Original Article,Methodological,No,No,None,No,,US,SAS,Academic,Yes,Yes,Supplementary materials (doc or pdf),Illustrative or partial code (code snippet),No,No,Not applicable,No,,No,No,No,No,No,
6/25/2023 11:58:49,33979005,10.1002/pds.5291,Validating a novel algorithm to identify patients with autoimmune hepatitis in an administrative database,"Yes, because it's an analysis of real or simulated data",Original Article,Validation of codes/code algorithm,No,No,American Association for the Study of Liver Diseases,No,,US,None/Not Specified,Academic,No,,,,,,,,,No,"No, but data access procedures are described (incl. ""available on request)",At least one,No,No,
6/25/2023 12:01:18,33960576,10.1002/pds.5266,Hydrochlorothiazide and risk of melanoma subtypes,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,National Cancer Institute,No,,US,None/Not Specified,"Industry, Academic",No,,,,,,,,,No,No,No,No,No,
6/25/2023 12:03:45,33960542,10.1002/pds.5263,Validity of claims-based algorithms for selected cancers in Japan: Results from the VALIDATE-J study,"Yes, because it's an analysis of real or simulated data",Original Article,Validation of codes/code algorithm,No,No,Pfizer Inc,Yes,,Japan,Python,"Industry, Academic",No,,,,,,,,,No,No,At least one,No,No,
6/25/2023 12:06:35,33949722,10.1002/pds.5262,Statin (mis)use in older people: A cross-sectional study using French health insurance databases,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,France,R,"Academic, Government",No,,,,,,,,,No,No,No,No,No,
6/25/2023 12:10:47,33931917,10.1002/pds.5260,Drug product dispensing and estimates of use in a general population survey as a signal detection problem,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,US,"SAS, Joinpoint Regression (version 4.8.0.1) from the National Cancer Institute",Hospital,No,,,,,,,,,No,No,Not applicable,No,No,
6/25/2023 12:14:00,33913205,10.1002/pds.5259,Linkage of public health and all payer claims data for population-level opioid research,"Yes, because it's an analysis of real or simulated data",Original Article,Methodological,No,No,National Institutes of Health,No,,US,R,Academic,No,,,,,,,,,No,No,Not applicable,No,No,
6/25/2023 12:17:25,33901339,10.1002/pds.5255,Chronic pain patients' willingness to share personal identifiers on the web for the linkage of medico-administrative claims and patient-reported data: The chronic pain treatment cohort,"Yes, because it's an analysis of real or simulated data",Original Article,"Clinical, Methodological",No,No,Quebec Network on Drug Research,No,,Canada,"SAS, SPSS",Academic,No,,,,,,,,,No,No,Not applicable,No,No,
6/25/2023 12:20:08,33886141,10.1002/pds.5254,Prescription of antibiotics in the medical care of newly arrived refugees and migrants,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,European Social Fund,No,,Germany,SPSS,Academic,No,,,,,,,,,No,No,Not applicable,No,No,
6/25/2023 12:23:23,33885214,10.1002/pds.5253,Validity of ICD-10-CM diagnoses to identify hospitalizations for serious infections among patients treated with biologic therapies,"Yes, because it's an analysis of real or simulated data",Original Article,Validation of codes/code algorithm,No,No,U.S. Food and Drug Administration,No,,US,"Stata, SAS","Industry, Academic, Regulatory",No,,,,,,,,,No,No,At least one,No,No,
6/25/2023 12:27:07,33881794,10.1002/pds.5251,The identification and validity of congenital malformation diagnoses in UK electronic health records: A systematic review,"Yes, because it's an analysis of real or simulated data",Original Article,Review (systematic with or without meta-analysis),No,No,National Institute for Health Research Health Protection Research Unit,No,,NA,None/Not Specified,Academic,No,,,,,,,,,No,No,Not applicable,"Yes, in a public database with a detailed research outline, protocol or SAP",No,
6/25/2023 13:09:39,27527987,10.1002/pds.4079,Confounding of the association between statins and Parkinson disease: systematic review and meta-analysis,"Yes, because it's an analysis of real or simulated data",Original Article,Review (systematic with or without meta-analysis),No,No,None,No,,NA,None/Not Specified,Academic,No,,,,,,,,,No,No,Not applicable,No,Yes,MOOSE
6/25/2023 13:13:40,32410265,10.1002/pds.5015,Identifying drugs with disease-modifying potential in Parkinson's disease using artificial intelligence and pharmacoepidemiology,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,Institute for Clinical Evaluative Sciences (ICES),No,,Canada,SAS,"Industry, Academic, Third sector, Hospital",No,,,,,,,,,No,"No, but data access procedures are described (incl. ""available on request)",No,No,No,
6/25/2023 13:16:03,31134701,10.1002/pds.4796,Nature and frequency of dosing instructions on prescription labels in primary care,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,Netherlands,"Microsoft Access, SPSS","Academic, Third sector",No,,,,,,,,,No,No,Not applicable,No,No,
6/25/2023 13:19:09,33089918,10.1002/pds.5157,Accuracy of diagnoses of inflammatory arthritis in administrative hospitalization databases,"Yes, because it's an analysis of real or simulated data",Original Article,Validation of codes/code algorithm,No,No, National Institute of Arthritis and Musculoskeletal and Skin Diseases,No,,US,SAS,Government,No,,,,,,,,,No,"No, but data access procedures are described (incl. ""available on request)",At least one,No,No,
6/25/2023 13:21:23,29582499,10.1002/pds.4429,"Knowledge and behaviors in relation to antibiotic use among rural residents in Anhui, China","Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,UK-China Strategic Prosperity Fund,No,,China,SPSS,"Academic, Government",No,,,,,,,,,No,No,Not applicable,No,No,
6/25/2023 13:24:30,30945387,10.1002/pds.4777,The utilization and challenges of Japan's MID-NET® medical information database network in postmarketing drug safety assessments: A summary of pilot pharmacoepidemiological studies,"Yes, because it's an analysis of real or simulated data",Original Article,Data Quality Assessment ,No,No,None,No,,Japan,SAS,"Academic, Regulatory",No,,,,,,,,,No,No,No,No,No,
6/25/2023 13:30:23,32583515,10.1002/pds.5063,"Meta-analysis of the risk of autoimmune thyroiditis, Guillain-Barré syndrome, and inflammatory bowel disease following vaccination with AS04-adjuvanted human papillomavirus 16/18 vaccine","Yes, because it's an analysis of real or simulated data",Original Article,Review (systematic with or without meta-analysis),No,No,GlaxoSmithKline Biologicals ,Yes,,NA,SAS,Industry,No,,,,,,,,,No,No,Not applicable,No,No,
6/25/2023 13:32:57,28857309,10.1002/pds.4304,Impact of the black triangle label on prescribing of new drugs in the United Kingdom: lessons for the United States at a time of deregulation,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,National Institute of Arthritis and Musculoskeletal and Skin Diseases,No,,UK,Stata,Academic,No,,,,,,,,,No,No,No,No,No,
6/25/2023 13:36:27,30168222,10.1002/pds.4637,A tailor-made approach for causality assessment for ADR reports on drugs and vaccines,"Yes, because it's an analysis of real or simulated data",Original Article,Methodological,No,No,None,No,,Netherlands,None/Not Specified,"Academic, Government",No,,,,,,,,,No,No,Not applicable,No,No,
6/25/2023 13:40:01,30051945,10.1002/pds.4622,Active surveillance of severe cutaneous adverse reactions: A case-population approach using a registry and a health care database,"Yes, because it's an analysis of real or simulated data",Original Article,Methodological,No,No,"esearch grant from the Instituto de Salud Carlos III—Ministerio de Economía y Competitividad (#PI12/02267), co-funded by FEDER",No,,Spain,None/Not Specified,"Academic, Government, Hospital",No,,,,,,,,,No,No,Not applicable,No,No,
6/25/2023 14:07:56,31851773,10.1002/pds.4929,Long-term opioid therapy definitions and predictors: A systematic review,"Yes, because it's an analysis of real or simulated data",Original Article,Review (systematic with or without meta-analysis),No,No,None,No,,NA,None/Not Specified,"Academic, Regulatory, Government",No,,,,,,,,,No,No,Not applicable,No,No,
6/25/2023 14:10:19,28856767,10.1002/pds.4299,Risks of newly onset hemorrhagic stroke in patients with neovascular age-related macular degeneration,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,Taiwan,SAS,Academic,No,,,,,,,,,No,No,At least one,No,No,
6/25/2023 14:11:46,30379373,10.1002/pds.4682,Impact of the “French Levothyrox crisis” on signal detection in the World Health Organization pharmacovigilance database,No,,,,,,,,,,,,,,,,,,,,,,,,,
6/25/2023 14:14:47,28556206,10.1002/pds.4237,The differences in the incidence of diabetes mellitus and prediabetes according to the type of HMG-CoA reductase inhibitors prescribed in Korean patients,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,Ministry of Health & Welfare,No,,Korea,SAS,Academic,No,,,,,,,,,No,No,At least one,No,No,
6/25/2023 14:18:21,28971545,10.1002/pds.4322,Patterns of opioid initiation at first visits for pain in United States primary care settings,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,US,None/Not Specified,Academic,No,,,,,,,,,No,No,At least one,No,No,
6/25/2023 14:23:52,28594145,10.1002/pds.4242,Use of antidepressant medication in pregnancy and adverse neonatal outcomes: A population-based investigation,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,"Italian Ministry of the Education, University and Research",No,,Italy,SAS,"Academic, Government",No,,,,,,,,,No,No,At least one,No,No,
6/25/2023 14:26:35,32875686,10.1002/pds.5110,Attention-deficit/hyperactivity disorder medication and risk of suicide attempt: A meta-analysis of observational studies,"Yes, because it's an analysis of real or simulated data",Original Article,Review (systematic with or without meta-analysis),No,No,Natural Science Foundation of Zhejiang Province,No,,NA,Stata,Hospital,No,,,,,,,,,No,No,Not applicable,No,Yes,MOOSE
6/25/2023 14:29:02,29862604,10.1002/pds.4569,"Safety of repeated doses of tetanus toxoid, reduced diphtheria toxoid, and acellular pertussis vaccine in adults and adolescents","Yes, because it's an analysis of real or simulated data",Brief Report,Clinical,No,No,None,No,,US,SAS,"Industry, Regulatory",No,,,,,,,,,No,No,No,No,No,
6/25/2023 14:31:44,30747477,10.1002/pds.4698,Anticholinergic and sedative medication use in older community-dwelling people: A national population study in the Netherlands,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,Netherlands,SPSS,"Academic, Third sector",No,,,,,,,,,No,No,No,No,No,
6/25/2023 14:34:50,31950545,10.1002/pds.4928,Comedication prescription patterns and potential for drug-drug interactions with antiretroviral therapy in people living with human immunodeficiency virus type 1 infection in Germany,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,ViiV Healthcare,Yes,,Germany,None/Not Specified,Industry,No,,,,,,,,,No,"No, but data access procedures are described (incl. ""available on request)",No,No,No,
6/25/2023 14:41:03,33091194,10.1002/pds.5150,Validation of cardiovascular outcomes and risk factors in the Clinical Practice Research Datalink in the United Kingdom,"Yes, because it's an analysis of real or simulated data",Original Article,Validation of codes/code algorithm,No,No,"Astellas Pharma Global Development, Inc.",Yes,,UK,None/Not Specified,Industry,No,,,,,,,,,No,No,At least one,No,No,
6/25/2023 20:43:21,30648304,10.1002/pds.4717,"Current status of pharmacovigilance regulatory structures, processes, and outcomes in the Asia-Pacific region: Survey results from 15 countries","Yes, because it's an analysis of real or simulated data",Original Article,Review (narrative),No,No,None,No,,APAC,Excel,Academic,No,,,,,,,,,No,No,Not applicable,No,No,
6/25/2023 20:45:29,30920085,10.1002/pds.4775,The relation between falls and medication use among elderly in assisted living facilities,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,Egypt,SPSS,Academic,No,,,,,,,,,No,No,Not applicable,No,No,
